ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
GB-0375,small_airport,Falgunzeon Glider Airfield,,EU,GB,GB-SCT,Kirkgunzeon by Dalbeattie,,,,"-3.7393838, 54.9445493"
GB-0376,small_airport,Yorkshire Gliding Club,,EU,GB,GB-ENG,,,,,"-1.2111429, 54.2306616"
GB-0377,small_airport,Croughton Manor Farm Airstrip,,EU,GB,GB-ENG,,,,,"-1.2071769, 51.9878923"
GB-0378,small_airport,Barling Airfield,10,EU,GB,GB-ENG,Barling,,,,"0.794664, 51.5684"
GB-0379,small_airport,Latch Farm Airstrip,640,EU,GB,GB-SCT,,,,,"-3.45464, 55.8742"
GB-0380,small_airport,North Hill Glider Field,,EU,GB,GB-ENG,,,,,"-3.274816, 50.851586"
GB-0381,small_airport,Walkeridge Farm Airstrip,,EU,GB,GB-ENG,,,,,"-1.2482383, 51.2922274"
GB-0382,small_airport,Seighford Glider Field,,EU,GB,GB-ENG,,,,,"-2.208165, 52.827545"
GB-0383,small_airport,North Wales Gliding Club,,EU,GB,GB-WLS,,,,,"-3.2219454, 53.043229"
GB-0384,small_airport,Kenley Aerodrome,,EU,GB,GB-ENG,Kenley,,,,"-0.0959572, 51.3054288"
GB-0385,small_airport,Abbots Bromley Airfield,,EU,GB,GB-ENG,,,,,"-1.902386, 52.818469"
GB-0386,closed,RAF Ouston Air Base,,EU,GB,GB-ENG,,,,,"-1.874803, 55.024541"
GB-0387,small_airport,Hollym Airfield,50,EU,GB,GB-ENG,,,,,"0.049669, 53.7157"
GB-0388,small_airport,Pitsford Water,330,EU,GB,GB-ENG,,,,,"-0.871944, 52.3153"
GB-0389,small_airport,Sutton Meadows Airfield,3,EU,GB,GB-ENG,,,,,"0.06061, 52.38711"
GB-0390,small_airport,Coleman Green Airstrip,,EU,GB,GB-ENG,,,,,"-0.274944, 51.7918157"
GB-0391,small_airport,Pocklington Airfield,,EU,GB,GB-ENG,,,,,"-0.794634, 53.9264016"
GB-0392,small_airport,South Wales Gliding Club,,EU,GB,GB-WLS,,,,,"-2.8487476, 51.7193476"
GB-0393,small_airport,Currock Hill Glider Field,800,EU,GB,GB-ENG,,,,,"-1.84681, 54.9331"
GB-0394,small_airport,Little Snoring Airfield,,EU,GB,GB-ENG,,,,,"0.903092, 52.860285"
GB-0395,small_airport,Main Hall Farm Airfield,63,EU,GB,GB-ENG,,,,,"-0.0708333333, 52.2719444444"
GB-0396,heliport,Ysbyty Gwynedd Hospital Heliport,,EU,GB,GB-WLS,,,,,"-4.15706, 53.208729"
GB-0397,small_airport,Chilbolton,292,EU,GB,GB-ENG,,,,,"-1.41801, 51.1377"
GB-0398,small_airport,St Michaels,28,EU,GB,GB-ENG,,,,,"-2.79346, 53.8518"
GB-0399,small_airport,Chase Farm Airstrip,325,EU,GB,GB-ENG,,,,,"-2.38754, 51.5681"
GB-0400,small_airport,Lamb Holm Airfield,65,EU,GB,GB-SCT,,,,,"-2.89184, 58.8876"
GB-0401,small_airport,Graveley Airstrip,334,EU,GB,GB-ENG,Graveley,,,,"-0.203425, 51.9407"
GB-0402,small_airport,Knockbain Farm Airstrip,596,EU,GB,GB-SCT,,,,,"-4.46539, 57.5895"
GB-0403,small_airport,Crockham Hill Airfield,,EU,GB,GB-ENG,,,,,"0.08001, 51.233604"
GB-0404,small_airport,Norwood Lodge Airstrip,,EU,GB,GB-ENG,,,,,"1.1157883, 51.8361993"
GB-0405,small_airport,Hardwicke Airstrip,500,EU,GB,GB-ENG,Hardwicke,,,,"-3.06163, 52.0853"
GB-0406,small_airport,Harringe Airfield,275,EU,GB,GB-ENG,,,,,"0.988694, 51.0924"
GB-0407,small_airport,Yearby Airstrip,89,EU,GB,GB-ENG,,,,,"-1.06953, 54.5847"
GB-0408,small_airport,Southdown Gliding Club,,EU,GB,GB-ENG,,,,,"-0.4747526, 50.9240525"
GB-0409,small_airport,Skydive Strathallan,,EU,GB,GB-SCT,,,,,"-3.7492998, 56.3253071"
GB-0410,small_airport,Tandragee Airstrip,,EU,GB,GB-NIR,Craigavon,,,,"-6.4001751, 54.3865651"
GB-0411,small_airport,Husbands Bosworth Airfield,,EU,GB,GB-ENG,,,,,"-1.0416094, 52.4392898"
GB-0412,small_airport,Membury Airfield,,EU,GB,GB-ENG,Membury,,,,"-1.560453, 51.479812"
GB-0413,small_airport,Nether Huntlywood Airstrip,,EU,GB,GB-SCT,,,,,"-2.60787, 55.676638"
GB-0414,small_airport,RAF Weston-on-the-Green,282,EU,GB,GB-ENG,,,,,"-1.2187748, 51.8787124"
GB-0415,small_airport,RAF Keevil,,EU,GB,GB-ENG,Keevil,,,,"-2.111585, 51.3129023"
GB-0416,small_airport,Shenington Gliding Club,,EU,GB,GB-ENG,Shenington,,,,"-1.4735737, 52.0843451"
GB-0417,small_airport,Slay Barn private airstrip,,EU,GB,GB-ENG,"Cuddesdon, Oxford",,,,"-1.1438319, 51.7306856"
GB-0418,small_airport,Wishangar Farm private Airstrip,,EU,GB,GB-ENG,Frensham,,,,"-0.808142, 51.1504806"
GB-0419,small_airport,Banbury Airfield,525,EU,GB,GB-ENG,Shotteswell,,,,"-1.381742, 52.100634"
GB-0420,small_airport,Norfolk Glider Club,183,EU,GB,GB-ENG,Tibenham,,,,"1.15495, 52.4579"
GB-0421,small_airport,Stratford-upon-Avon Gliding Club,,EU,GB,GB-ENG,Stratford-upon-Avon,,,,"-1.7177869, 52.2354901"
GB-0422,small_airport,Hook Norton Airstrip,591,EU,GB,GB-ENG,,,,,"-1.4896, 52.0093"
GB-0423,heliport,Thornbury Castle Hotel Helipad,,EU,GB,GB-ENG,,,,,"-2.530866, 51.613936"
GB-0424,small_airport,Jenkins Farm Airstrip,250,EU,GB,GB-ENG,,,,,"0.202711, 51.6404"
GB-0425,small_airport,Burnham Airstrip,125,EU,GB,GB-ENG,,,,,"0.772644, 52.938004"
GB-0426,small_airport,Felthorpe Airfield,150,EU,GB,GB-ENG,,,,,"1.19449, 52.7059"
GB-0427,small_airport,Askern Airfield,,EU,GB,GB-ENG,,,,,"-1.13324, 53.6104"
GB-0428,small_airport,Drayton St. Leonard,,EU,GB,GB-ENG,,,,,"-1.12693, 51.6641"
GB-0429,small_airport,Lleweni Parc Glyndwr Soaring Club,,EU,GB,GB-WLS,,,,,"-3.3855523, 53.210445"
GB-0430,closed,Hook Airstrip,,EU,GB,GB-ENG,,,,,"-0.9407369, 51.276115"
GB-0431,small_airport,Barnards Farm,80,EU,GB,GB-ENG,West Horndon,,,,"0.355231, 51.564"
GB-0432,small_airport,Brook Farm Airstrip UL,20,EU,GB,GB-ENG,"Pilling, Lancs",,,,"-2.902233, 53.897788"
GB-0433,small_airport,Tillingham Airstrip,60,EU,GB,GB-ENG,,,,,"0.872767, 51.6928"
GB-0434,small_airport,Ludham Airfield,,EU,GB,GB-ENG,,,,,"1.55172, 52.7185"
GB-0435,small_airport,Eye Kettleby Airstrip,323,EU,GB,GB-ENG,,,,,"-0.906744, 52.7405"
GB-0436,small_airport,Charlton Mires Airstrip,300,EU,GB,GB-U-A,,,,,"-1.72477, 55.4793"
GB-0437,small_airport,Ayton Castle Airstrip,217,EU,GB,GB-ENG,,,,,"-2.11824, 55.8512"
GB-0438,small_airport,Baxby-Husthwaite Airfield,130,EU,GB,GB-ENG,,,,,"-1.22665, 54.1689"
GB-0439,small_airport,Headon Microlight,136,EU,GB,GB-ENG,Retford,,,,"-0.871947, 53.2826"
GB-0440,small_airport,Tarn Farm Airfield (Rossall Field),15,EU,GB,GB-ENG,,,,,"-2.8432, 53.9354"
GB-0441,small_airport,Easterton Glider Field,360,EU,GB,GB-SCT,Easterton,,,,"-3.30685, 57.5874"
GB-0442,small_airport,Fort Augustus Airstrip,460,EU,GB,GB-SCT,Glendoe,,,,"-4.670706, 57.127577"
GB-0443,small_airport,Forwood Farm Airstrip,135,EU,GB,GB-ENG,,,,,"-0.85115, 53.3026"
GB-0444,closed,Alcester Airfield,50,EU,GB,GB-ENG,Alcester,,,,"-1.87714, 52.2292"
GB-0445,small_airport,Park Hall Airstrip,390,EU,GB,GB-ENG,,,,,"-1.37108, 52.9824"
GB-0446,small_airport,Woodlow Farm Private Airstrip,360,EU,GB,GB-ENG,Bosbury,,,,"-2.45333, 52.1061"
GB-0447,small_airport,Manton Airfield,585,EU,GB,GB-ENG,,,,,"-1.77079, 51.4237"
GB-0448,small_airport,Slieve Croob Airfield,800,EU,GB,GB-NIR,,,,,"-5.945292, 54.329596"
GB-0449,small_airport,Swanborough Farm Airstrip,25,EU,GB,GB-ENG,,,,,"0.00256389, 50.8539"
GB-0450,small_airport,Witherenden Airstrip,35,EU,GB,GB-ENG,,,,,"0.621697, 51.0046"
GB-0451,small_airport,Eastchurch Airfield,60,EU,GB,GB-ENG,,,,,"0.845842, 51.403"
GB-0452,small_airport,Mendlesham Airstrip,181,EU,GB,GB-ENG,,,,,"1.12393, 52.2295"
GB-0453,small_airport,Willingale Airstrip,250,EU,GB,GB-ENG,,,,,"0.286556, 51.7292"
GB-0454,small_airport,Mitton Airstrip,300,EU,GB,GB-ENG,,,,,"-2.185017, 52.732917"
GB-0455,small_airport,Brooklands Farm Airstrip,50,EU,GB,GB-ENG,,,,,"-0.242917, 52.3575"
GB-0456,small_airport,Stonehill Farm Airstrip,890,EU,GB,GB-SCT,,,,,"-3.84473, 55.4669"
GB-0457,small_airport,Spilsteads Farm Airstrip,115,EU,GB,GB-ENG,Sedlescombe,,,,"0.52078, 50.937"
GB-0458,closed,RAF Stoney Cross Air Base,,EU,GB,GB-ENG,,,,,"-1.6548675, 50.9117206"
GB-0459,small_airport,Broadmeadow Farm Airstrip,325,EU,GB,GB-ENG,Haywood,,,,"-2.76321, 52.0258"
GB-0460,small_airport,Woonton Airstrip,399,EU,GB,GB-ENG,Woonton,,,,"-2.9462, 52.1626"
GB-0461,small_airport,Gransden Lodge Glider Field,,EU,GB,GB-ENG,,,,,"-0.112033, 52.181597"
GB-0462,small_airport,Octon Airstrip,227,EU,GB,GB-ENG,,,,,"-0.430369, 54.1266"
GB-0463,small_airport,Davidstow Moor,965,EU,GB,GB-ENG,,,,,"-4.6134, 50.6363"
GB-0464,small_airport,Hunsdon Airfield,244,EU,GB,GB-ENG,,,,,"0.069644, 51.8078"
GB-0465,small_airport,Culbokie Airstrip,550,EU,GB,GB-SCT,,,,,"-4.31636, 57.586843"
GB-0466,small_airport,London Colney,295,EU,GB,GB-ENG,,,,,"-0.274931, 51.7056"
GB-0467,small_airport,Pound Green Airfield UL,360,EU,GB,GB-ENG,Bewdley,,,,"-2.355366, 52.403623"
GB-0468,small_airport,Ewesley Airstrip,278,EU,GB,GB-ENG,,,,,"-1.92621, 55.2205"
GB-0469,small_airport,Calton Moor Airfield,990,EU,GB,GB-ENG,,,,,"-1.83495, 53.0328"
GB-0470,small_airport,Watnall Airfield,410,EU,GB,GB-ENG,,,,,"-1.25577, 53.0286"
GB-0471,small_airport,Roserrow Airstrip,410,EU,GB,GB-ENG,,,,,"-4.89654, 50.5617"
GB-0472,small_airport,Titsey Airstrip,,EU,GB,GB-ENG,,,,,"0.0267556, 51.2756"
GB-0473,small_airport,Over Farm Microlight,50,EU,GB,GB-ENG,,,,,"-2.28139, 51.8761"
GB-0474,small_airport,Middlebank Top Farm Airstrip,968,EU,GB,GB-ENG,Lumb-in-Rossendale,,,,"-2.25557, 53.7237"
GB-0475,small_airport,Osbaston Lodge Farm Airstrip,371,EU,GB,GB-ENG,Osbaston,,,,"-1.39051, 52.6367"
GB-0476,small_airport,Brookfield Farm Airstrip,108,EU,GB,GB-ENG,,,,,"-0.347583, 53.4288"
GB-0477,small_airport,Onecoat Morridge Airstrip,1386,EU,GB,GB-ENG,,,,,"-1.94472, 53.1154"
GB-0478,small_airport,Rathfriland Airstrip,,EU,GB,GB-NIR,Rathfriland,,,,"-6.229055, 54.253246"
GB-0479,small_airport,Rhedyn Coch Farm Airstrip,615,EU,GB,GB-WLS,,,,,"-3.36713, 53.2833"
GB-0480,small_airport,Kemeys Commander Airstrip,130,EU,GB,GB-ENG,,,,,"-2.93729, 51.7362"
GB-0481,small_airport,Viners Airstrip,375,EU,GB,GB-ENG,,,,,"-1.34255, 52.4806"
GB-0482,small_airport,Thornhill Airfield,,EU,GB,GB-SCT,Thornhill,,,,"-4.18588, 56.14888"
GB-0483,small_airport,High Flats Farm Airstrip,220,EU,GB,GB-ENG,,,,,"-1.59656, 54.8697"
GB-0484,small_airport,Birds Edge Airstrip,253,EU,GB,GB-ENG,,,,,"-1.68403, 53.567"
GB-0485,small_airport,Egton Airstrip,700,EU,GB,GB-ENG,,,,,"-0.743481, 54.4606"
